Distance, Trained X, Trained Y, Trained angle, Trained Response, Querry X, Querry Y, Querry angle, Querry Response, Ground Truth
76.000000,200.000000,108.000000,41.496468,31.000000,177.000000,107.000000,47.385944,15.000000,86.000000
85.000000,255.000000,106.000000,168.287521,33.000000,230.000000,107.000000,164.054596,17.000000,100.000000
53.000000,140.000000,109.000000,-54.162350,29.000000,117.000000,108.000000,-49.692863,39.000000,87.000000
29.000000,161.000000,108.000000,23.565395,49.000000,139.000000,108.000000,25.559965,49.000000,89.000000
36.000000,171.000000,108.000000,108.529343,19.000000,149.000000,108.000000,110.854454,18.000000,89.000000
65.000000,206.000000,108.000000,-10.745857,44.000000,181.000000,108.000000,-12.479072,50.000000,100.000000
41.000000,271.000000,108.000000,-64.698616,14.000000,250.000000,108.000000,-59.322720,22.000000,85.000000
40.000000,413.000000,109.000000,-37.342289,18.000000,391.000000,108.000000,-37.259659,11.000000,85.000000
119.000000,316.000000,110.000000,-115.688148,40.000000,295.000000,109.000000,-134.215164,24.000000,85.000000
67.000000,318.000000,108.000000,-62.049030,18.000000,298.000000,109.000000,-63.741341,24.000000,84.000000
29.000000,66.000000,110.000000,40.426079,31.000000,46.000000,110.000000,47.675426,32.000000,81.000000
46.000000,122.000000,110.000000,85.940651,25.000000,98.000000,110.000000,90.000000,25.000000,96.000000
89.000000,209.000000,109.000000,-65.282562,23.000000,183.000000,110.000000,-62.795986,27.000000,102.000000
40.000000,211.000000,110.000000,-87.811417,88.000000,186.000000,110.000000,-83.870918,86.000000,102.000000
40.000000,218.000000,110.000000,-109.328125,10.000000,192.000000,110.000000,-107.891876,10.000000,103.000000
43.000000,420.000000,110.000000,-55.784298,28.000000,399.000000,110.000000,-57.339088,29.000000,85.000000
65.000000,62.000000,111.000000,27.392370,25.000000,42.000000,111.000000,33.554935,23.000000,80.000000
99.000000,133.000000,112.000000,101.056412,33.000000,83.000000,111.000000,171.045197,66.000000,95.000000
37.000000,143.000000,111.000000,-75.903320,22.000000,121.000000,111.000000,-72.401978,18.000000,87.000000
23.000000,150.000000,111.000000,-96.903557,40.000000,128.000000,111.000000,-95.710594,34.000000,88.000000
15.000000,160.000000,111.000000,-7.907162,34.000000,138.000000,111.000000,-6.340192,30.000000,89.000000
68.000000,213.000000,111.000000,-65.517517,64.000000,188.000000,111.000000,-57.835609,47.000000,102.000000
43.000000,226.000000,111.000000,-96.340195,22.000000,201.000000,111.000000,-102.711136,23.000000,103.000000
21.000000,273.000000,111.000000,-72.772507,17.000000,252.000000,111.000000,-71.016785,18.000000,85.000000
38.000000,368.000000,112.000000,-31.519110,41.000000,346.000000,111.000000,-26.793776,28.000000,84.000000
46.000000,391.000000,111.000000,150.255112,18.000000,370.000000,111.000000,160.277725,13.000000,85.000000
52.000000,413.000000,109.000000,-37.342289,18.000000,393.000000,111.000000,-37.542946,17.000000,85.000000
44.000000,416.000000,111.000000,-38.659809,12.000000,395.000000,111.000000,-41.474384,12.000000,85.000000
56.000000,116.000000,112.000000,13.172553,65.000000,88.000000,112.000000,15.054316,58.000000,96.000000
31.000000,126.000000,112.000000,83.897224,27.000000,102.000000,112.000000,83.935074,25.000000,96.000000
53.000000,133.000000,112.000000,101.056412,33.000000,109.000000,112.000000,101.192039,32.000000,95.000000
51.000000,137.000000,112.000000,133.279190,33.000000,114.000000,112.000000,128.345581,65.000000,94.000000
26.000000,147.000000,112.000000,-92.219658,51.000000,125.000000,112.000000,-89.784607,41.000000,87.000000
14.000000,155.000000,112.000000,-48.632950,13.000000,133.000000,112.000000,-46.097485,17.000000,88.000000
31.000000,168.000000,112.000000,77.943237,10.000000,146.000000,112.000000,86.074089,10.000000,89.000000
35.000000,270.000000,112.000000,-141.061798,46.000000,249.000000,112.000000,-139.528824,45.000000,85.000000
48.000000,123.000000,113.000000,61.886795,19.000000,99.000000,113.000000,75.154549,26.000000,96.000000
17.000000,223.000000,113.000000,-90.000000,61.000000,197.000000,113.000000,-91.569351,62.000000,104.000000
44.000000,234.000000,113.000000,-86.889160,53.000000,207.000000,113.000000,-92.827126,49.000000,104.000000
47.000000,248.000000,113.000000,-95.345444,75.000000,223.000000,113.000000,-97.386047,86.000000,102.000000
122.000000,182.000000,109.000000,27.135139,23.000000,231.000000,113.000000,69.443954,74.000000,89.000000
46.000000,64.000000,114.000000,-51.170177,21.000000,44.000000,114.000000,-54.107334,23.000000,81.000000
42.000000,171.000000,113.000000,130.544388,13.000000,149.000000,114.000000,149.036240,15.000000,90.000000
72.000000,219.000000,113.000000,-118.698296,47.000000,192.000000,114.000000,-117.691505,44.000000,103.000000
42.000000,229.000000,114.000000,-105.890144,35.000000,203.000000,114.000000,-107.684395,32.000000,104.000000
16.000000,241.000000,114.000000,-88.508263,42.000000,215.000000,114.000000,-89.406281,43.000000,103.000000
87.000000,409.000000,114.000000,117.255333,27.000000,389.000000,114.000000,108.060471,28.000000,0.000000
53.000000,70.000000,115.000000,-97.495857,40.000000,50.000000,115.000000,-86.185921,38.000000,81.000000
28.000000,150.000000,115.000000,-54.659893,13.000000,128.000000,115.000000,-49.398705,11.000000,88.000000
17.000000,159.000000,115.000000,-11.179220,54.000000,137.000000,115.000000,-9.462322,45.000000,89.000000
116.000000,221.000000,115.000000,-121.914940,20.000000,165.000000,115.000000,-30.668926,12.000000,103.000000
76.000000,204.000000,115.000000,-34.945667,17.000000,179.000000,115.000000,-27.450998,13.000000,101.000000
74.000000,211.000000,117.000000,-65.422333,16.000000,186.000000,115.000000,-60.422161,13.000000,102.000000
43.000000,221.000000,115.000000,-121.914940,20.000000,195.000000,115.000000,-118.752373,30.000000,103.000000
22.000000,227.000000,115.000000,-95.954109,48.000000,201.000000,115.000000,-94.085617,46.000000,104.000000
17.000000,237.000000,115.000000,-92.544800,23.000000,211.000000,115.000000,-90.000000,27.000000,104.000000
53.000000,245.000000,115.000000,-95.527534,49.000000,219.000000,115.000000,-102.283951,40.000000,103.000000
25.000000,370.000000,115.000000,-34.169922,11.000000,349.000000,115.000000,-32.337635,17.000000,85.000000
74.000000,55.000000,116.000000,-42.011368,58.000000,28.000000,116.000000,-39.472458,43.000000,80.000000
57.000000,65.000000,116.000000,-58.964893,68.000000,45.000000,116.000000,-59.870960,68.000000,81.000000
53.000000,75.000000,116.000000,-85.333138,17.000000,55.000000,116.000000,-80.340103,15.000000,82.000000
21.000000,155.000000,116.000000,-9.700392,84.000000,133.000000,116.000000,-10.265141,85.000000,88.000000
47.000000,174.000000,116.000000,177.244568,10.000000,151.000000,116.000000,-178.726974,13.000000,90.000000
62.000000,248.000000,116.000000,-79.159691,29.000000,223.000000,116.000000,-86.855042,19.000000,102.000000
61.000000,334.000000,116.000000,-83.736504,10.000000,304.000000,116.000000,-72.897270,13.000000,121.000000
59.000000,112.000000,116.000000,-176.121475,10.000000,84.000000,117.000000,-169.599442,10.000000,112.000000
68.000000,123.000000,117.000000,37.755493,12.000000,99.000000,117.000000,50.239544,11.000000,96.000000
42.000000,213.000000,117.000000,-77.932236,44.000000,187.000000,117.000000,-71.442368,36.000000,103.000000
100.000000,221.000000,115.000000,-121.914940,20.000000,218.000000,117.000000,-95.648247,17.000000,103.000000
86.000000,283.000000,120.000000,-78.111343,40.000000,259.000000,117.000000,-68.030403,59.000000,85.000000
37.000000,68.000000,118.000000,-75.884949,32.000000,48.000000,118.000000,-75.291695,30.000000,81.000000
46.000000,71.000000,118.000000,-78.622894,26.000000,51.000000,118.000000,-77.957420,24.000000,82.000000
102.000000,194.000000,121.000000,-4.458995,69.000000,165.000000,118.000000,-9.013205,32.000000,124.000000
78.000000,218.000000,118.000000,-101.309937,13.000000,193.000000,118.000000,-108.579269,17.000000,103.000000
23.000000,221.000000,118.000000,-119.267998,45.000000,195.000000,118.000000,-121.054268,46.000000,103.000000
96.000000,240.000000,118.000000,-88.512138,31.000000,213.000000,118.000000,-94.969742,31.000000,103.000000
86.000000,118.000000,118.000000,-20.879017,62.000000,90.000000,119.000000,-6.877935,15.000000,97.000000
51.000000,125.000000,119.000000,59.142349,29.000000,101.000000,119.000000,69.007149,31.000000,96.000000
22.000000,233.000000,119.000000,-81.730034,77.000000,207.000000,119.000000,-84.059967,72.000000,104.000000
74.000000,249.000000,120.000000,-94.993744,14.000000,223.000000,119.000000,-93.150711,10.000000,102.000000
103.000000,117.000000,122.000000,-0.701546,10.000000,275.000000,119.000000,66.501434,14.000000,113.000000
52.000000,335.000000,119.000000,-88.363419,12.000000,304.000000,119.000000,-86.185921,13.000000,123.000000
50.000000,420.000000,119.000000,-50.754566,32.000000,399.000000,119.000000,-57.669815,32.000000,85.000000
68.000000,68.000000,120.000000,-89.537949,36.000000,47.000000,120.000000,-95.000641,32.000000,81.000000
44.000000,146.000000,120.000000,127.087540,20.000000,124.000000,120.000000,125.469879,20.000000,88.000000
40.000000,148.000000,120.000000,114.357986,54.000000,126.000000,120.000000,112.579567,52.000000,88.000000
39.000000,160.000000,120.000000,-11.093723,49.000000,138.000000,120.000000,-9.111357,57.000000,89.000000
30.000000,223.000000,120.000000,137.489548,61.000000,197.000000,120.000000,135.971024,75.000000,104.000000
81.000000,242.000000,119.000000,-85.399902,39.000000,217.000000,120.000000,-82.199814,20.000000,103.000000
79.000000,322.000000,120.000000,-93.652222,17.000000,291.000000,120.000000,-81.674347,16.000000,123.000000
71.000000,253.000000,121.000000,-122.660912,77.000000,228.000000,121.000000,-127.349358,72.000000,102.000000
63.000000,308.000000,121.000000,74.054604,11.000000,277.000000,121.000000,75.709679,10.000000,123.000000
85.000000,311.000000,121.000000,103.465210,20.000000,281.000000,121.000000,113.670532,23.000000,123.000000
45.000000,338.000000,121.000000,-75.650673,17.000000,307.000000,121.000000,-73.909180,15.000000,123.000000
45.000000,161.000000,122.000000,-22.560011,86.000000,139.000000,122.000000,-23.091295,75.000000,89.000000
8.000000,231.000000,122.000000,-172.793930,50.000000,205.000000,122.000000,-170.639801,49.000000,104.000000
60.000000,323.000000,122.000000,-132.137589,23.000000,292.000000,122.000000,-125.537674,24.000000,124.000000
54.000000,335.000000,122.000000,-103.706963,23.000000,304.000000,122.000000,-97.275009,22.000000,124.000000
43.000000,377.000000,123.000000,-41.714725,32.000000,355.000000,122.000000,-40.659138,19.000000,85.000000
35.000000,132.000000,123.000000,135.268982,27.000000,108.000000,123.000000,135.000000,18.000000,96.000000
54.000000,166.000000,123.000000,-79.508522,30.000000,144.000000,123.000000,-82.874985,37.000000,90.000000
34.000000,170.000000,123.000000,-98.229523,36.000000,147.000000,123.000000,-98.923988,35.000000,90.000000
65.000000,205.000000,123.000000,119.343048,76.000000,180.000000,123.000000,124.114471,61.000000,102.000000
19.000000,221.000000,123.000000,32.236786,30.000000,195.000000,123.000000,31.409052,48.000000,104.000000
54.000000,225.000000,124.000000,148.460205,27.000000,199.000000,123.000000,155.182861,34.000000,104.000000
35.000000,233.000000,123.000000,68.198593,37.000000,207.000000,123.000000,78.178513,38.000000,104.000000
96.000000,261.000000,123.000000,-147.094757,31.000000,237.000000,123.000000,-151.927521,31.000000,99.000000
38.000000,330.000000,123.000000,-127.333199,21.000000,299.000000,123.000000,-125.112015,22.000000,124.000000
57.000000,78.000000,124.000000,-20.056093,17.000000,57.000000,124.000000,-22.166346,11.000000,83.000000
108.000000,153.000000,124.000000,166.277710,59.000000,131.000000,124.000000,157.890549,58.000000,89.000000
87.000000,173.000000,124.000000,-124.380341,13.000000,150.000000,124.000000,-130.374496,13.000000,91.000000
79.000000,195.000000,123.000000,20.294964,59.000000,165.000000,124.000000,8.918928,34.000000,88.000000
48.000000,213.000000,124.000000,-165.499832,70.000000,187.000000,124.000000,-175.667679,61.000000,103.000000
50.000000,258.000000,124.000000,9.819301,26.000000,233.000000,124.000000,10.097504,25.000000,100.000000
30.000000,325.000000,124.000000,-147.994614,13.000000,294.000000,124.000000,-148.201096,13.000000,124.000000
59.000000,377.000000,123.000000,-41.714725,32.000000,356.000000,124.000000,-43.191261,21.000000,85.000000
99.000000,54.000000,125.000000,-19.767168,10.000000,27.000000,125.000000,-7.296947,14.000000,109.000000
45.000000,133.000000,125.000000,157.702835,35.000000,109.000000,125.000000,158.614273,30.000000,96.000000
62.000000,187.000000,125.000000,-173.130005,28.000000,156.000000,125.000000,-165.337341,34.000000,124.000000
71.000000,249.000000,129.000000,107.838142,78.000000,182.000000,125.000000,123.530472,20.000000,103.000000
12.000000,220.000000,125.000000,40.253479,44.000000,194.000000,125.000000,40.914383,49.000000,104.000000
38.000000,240.000000,125.000000,88.152390,79.000000,214.000000,125.000000,82.476181,78.000000,103.000000
47.000000,251.000000,125.000000,164.538773,19.000000,226.000000,125.000000,159.274445,20.000000,102.000000
69.000000,291.000000,126.000000,53.972626,20.000000,261.000000,125.000000,43.919075,15.000000,122.000000
29.000000,425.000000,125.000000,-40.262558,18.000000,404.000000,125.000000,-41.633541,25.000000,84.000000
41.000000,78.000000,126.000000,16.876265,23.000000,57.000000,126.000000,22.619865,13.000000,83.000000
39.000000,210.000000,126.000000,142.552475,57.000000,184.000000,126.000000,141.093475,81.000000,103.000000
22.000000,226.000000,126.000000,137.623566,45.000000,200.000000,126.000000,136.367538,41.000000,104.000000
75.000000,243.000000,127.000000,114.401825,48.000000,217.000000,126.000000,121.272903,43.000000,103.000000
76.000000,257.000000,126.000000,58.642910,37.000000,231.000000,126.000000,64.885162,41.000000,101.000000
54.000000,195.000000,131.000000,8.737098,48.000000,92.000000,127.000000,-4.492582,27.000000,99.000000
118.000000,160.000000,127.000000,-36.145691,16.000000,137.000000,127.000000,-19.397812,14.000000,90.000000
59.000000,251.000000,127.000000,115.167877,13.000000,224.000000,127.000000,111.652328,14.000000,102.000000
60.000000,298.000000,127.000000,14.198554,14.000000,268.000000,127.000000,-2.973731,16.000000,123.000000
37.000000,304.000000,127.000000,-32.905243,39.000000,273.000000,127.000000,-34.902496,38.000000,124.000000
75.000000,358.000000,127.000000,-79.695152,14.000000,327.000000,127.000000,-84.805565,11.000000,124.000000
102.000000,363.000000,127.000000,-86.423668,16.000000,332.000000,127.000000,-83.233826,21.000000,123.000000
16.000000,218.000000,128.000000,28.489285,92.000000,192.000000,128.000000,26.902744,85.000000,104.000000
19.000000,234.000000,128.000000,76.392532,22.000000,208.000000,128.000000,77.167053,15.000000,104.000000
104.000000,241.000000,130.000000,75.483299,26.000000,214.000000,128.000000,80.112015,20.000000,103.000000
20.000000,247.000000,128.000000,101.587105,16.000000,222.000000,128.000000,101.816963,22.000000,103.000000
37.000000,341.000000,128.000000,-66.370621,21.000000,309.000000,128.000000,-68.304893,17.000000,125.000000
48.000000,188.000000,129.000000,172.504150,29.000000,157.000000,129.000000,-176.686569,33.000000,124.000000
31.000000,216.000000,129.000000,21.003223,12.000000,190.000000,129.000000,26.565050,12.000000,103.000000
7.000000,229.000000,129.000000,118.017899,35.000000,203.000000,129.000000,118.647614,44.000000,104.000000
39.000000,249.000000,129.000000,107.838142,78.000000,224.000000,129.000000,112.319443,88.000000,103.000000
85.000000,318.000000,129.000000,135.763901,39.000000,287.000000,129.000000,125.788971,37.000000,126.000000
72.000000,366.000000,129.000000,-53.615650,48.000000,335.000000,129.000000,-50.492325,61.000000,123.000000
90.000000,75.000000,130.000000,56.103832,38.000000,54.000000,130.000000,75.499832,29.000000,82.000000
82.000000,80.000000,130.000000,-4.807954,18.000000,60.000000,130.000000,-6.009006,19.000000,83.000000
25.000000,234.000000,130.000000,76.858002,23.000000,208.000000,130.000000,76.561813,24.000000,104.000000
23.000000,239.000000,130.000000,84.986893,48.000000,213.000000,130.000000,85.710846,56.000000,104.000000
19.000000,241.000000,130.000000,75.483299,26.000000,215.000000,130.000000,74.396049,26.000000,103.000000
69.000000,253.000000,131.000000,137.759109,44.000000,227.000000,130.000000,132.162582,51.000000,102.000000
58.000000,284.000000,131.000000,-13.706961,13.000000,255.000000,130.000000,-7.125016,16.000000,122.000000
23.000000,304.000000,130.000000,-69.708237,37.000000,273.000000,130.000000,-67.557243,32.000000,125.000000
19.000000,326.000000,130.000000,-152.281494,32.000000,294.000000,130.000000,-152.463928,33.000000,126.000000
44.000000,328.000000,130.000000,-143.280670,24.000000,297.000000,130.000000,-135.770752,28.000000,126.000000
22.000000,345.000000,130.000000,-66.068970,18.000000,314.000000,130.000000,-66.644440,17.000000,126.000000
42.000000,353.000000,130.000000,-83.263985,13.000000,322.000000,130.000000,-85.946449,13.000000,125.000000
97.000000,68.000000,130.000000,-85.006256,26.000000,46.000000,131.000000,-59.153412,41.000000,82.000000
49.000000,185.000000,131.000000,-158.929260,100.000000,154.000000,131.000000,-155.888992,105.000000,124.000000
38.000000,214.000000,131.000000,155.385117,12.000000,188.000000,131.000000,157.225021,14.000000,103.000000
7.000000,231.000000,131.000000,88.277344,23.000000,205.000000,131.000000,89.104828,23.000000,104.000000
18.000000,315.000000,131.000000,125.788971,15.000000,284.000000,131.000000,125.537674,26.000000,126.000000
86.000000,244.000000,134.000000,45.643745,26.000000,289.000000,131.000000,128.453720,13.000000,103.000000
15.000000,333.000000,131.000000,-99.984962,26.000000,301.000000,131.000000,-100.942184,22.000000,126.000000
47.000000,333.000000,131.000000,-99.984962,26.000000,303.000000,131.000000,-97.447418,18.000000,126.000000
13.000000,338.000000,131.000000,-95.500412,19.000000,307.000000,131.000000,-95.787239,20.000000,126.000000
120.000000,161.000000,133.000000,-20.782660,74.000000,133.000000,132.000000,22.479435,24.000000,90.000000
28.000000,238.000000,132.000000,82.487854,35.000000,212.000000,132.000000,86.633537,33.000000,104.000000
52.000000,240.000000,133.000000,75.793236,25.000000,214.000000,132.000000,77.307335,26.000000,104.000000
39.000000,254.000000,133.000000,143.991241,48.000000,228.000000,132.000000,142.686722,48.000000,102.000000
97.000000,40.000000,134.000000,-174.494522,19.000000,248.000000,132.000000,-127.998726,11.000000,80.000000
38.000000,289.000000,132.000000,-83.945808,17.000000,258.000000,132.000000,-87.878899,15.000000,124.000000
59.000000,299.000000,132.000000,-83.336769,21.000000,270.000000,132.000000,-77.905243,18.000000,125.000000
19.000000,409.000000,132.000000,157.567017,17.000000,388.000000,132.000000,156.997406,20.000000,85.000000
32.000000,230.000000,133.000000,-17.818890,29.000000,204.000000,133.000000,-22.479435,27.000000,104.000000
64.000000,284.000000,133.000000,-80.180695,33.000000,253.000000,133.000000,-86.905937,22.000000,123.000000
17.000000,321.000000,133.000000,165.488937,23.000000,289.000000,133.000000,166.798920,17.000000,127.000000
15.000000,325.000000,133.000000,-164.475891,18.000000,293.000000,133.000000,-164.671082,18.000000,127.000000
19.000000,331.000000,133.000000,-121.108803,25.000000,299.000000,133.000000,-123.264877,16.000000,127.000000
42.000000,108.000000,134.000000,-168.493011,46.000000,80.000000,134.000000,-168.747025,24.000000,112.000000
38.000000,185.000000,134.000000,-162.054749,66.000000,154.000000,134.000000,-161.169907,72.000000,124.000000
53.000000,193.000000,135.000000,7.108423,76.000000,163.000000,134.000000,6.868446,77.000000,123.000000
30.000000,214.000000,134.000000,170.450867,40.000000,188.000000,134.000000,171.176743,33.000000,103.000000
17.000000,219.000000,134.000000,-48.283859,71.000000,193.000000,134.000000,-46.089142,59.000000,104.000000
36.000000,223.000000,134.000000,-86.423668,123.000000,197.000000,134.000000,-86.678520,125.000000,104.000000
81.000000,226.000000,135.000000,-70.861595,46.000000,200.000000,134.000000,-70.346176,46.000000,104.000000
37.000000,311.000000,134.000000,-45.000000,39.000000,279.000000,134.000000,-45.957119,47.000000,126.000000
13.000000,323.000000,134.000000,-172.711044,35.000000,291.000000,134.000000,-170.537674,39.000000,127.000000
36.000000,364.000000,134.000000,-56.154659,12.000000,333.000000,134.000000,-51.340191,14.000000,125.000000
110.000000,83.000000,135.000000,33.996460,27.000000,62.000000,135.000000,29.197485,28.000000,84.000000
92.000000,200.000000,135.000000,-1.988638,46.000000,175.000000,135.000000,10.539184,43.000000,101.000000
33.000000,256.000000,136.000000,152.327911,53.000000,230.000000,135.000000,154.498322,56.000000,102.000000
42.000000,287.000000,135.000000,-97.618546,19.000000,256.000000,135.000000,-99.881409,18.000000,124.000000
30.000000,309.000000,135.000000,-55.721096,50.000000,277.000000,135.000000,-55.388859,39.000000,126.000000
34.000000,315.000000,135.000000,-45.000000,20.000000,283.000000,135.000000,-40.380074,16.000000,127.000000
20.000000,326.000000,135.000000,-160.191513,19.000000,294.000000,135.000000,-159.015091,18.000000,127.000000
51.000000,336.000000,135.000000,-41.729511,11.000000,304.000000,135.000000,-55.922806,10.000000,127.000000
67.000000,185.000000,136.000000,169.354340,31.000000,154.000000,136.000000,176.739838,43.000000,124.000000
14.000000,219.000000,136.000000,-71.221970,113.000000,193.000000,136.000000,-70.559967,108.000000,104.000000
42.000000,282.000000,136.000000,-108.072319,24.000000,251.000000,136.000000,-113.061523,23.000000,123.000000
20.000000,302.000000,136.000000,-90.469627,13.000000,271.000000,136.000000,-88.555878,16.000000,125.000000
38.000000,338.000000,136.000000,-12.680384,46.000000,307.000000,136.000000,-3.691386,46.000000,127.000000
24.000000,353.000000,136.000000,-49.398705,16.000000,322.000000,136.000000,-47.726311,16.000000,126.000000
54.000000,368.000000,136.000000,-54.223923,14.000000,337.000000,136.000000,-56.309933,14.000000,125.000000
83.000000,44.000000,135.000000,-165.000351,62.000000,79.000000,137.000000,-158.766144,71.000000,80.000000
75.000000,128.000000,137.000000,-81.634117,41.000000,100.000000,137.000000,-70.445404,32.000000,97.000000
51.000000,187.000000,137.000000,150.524109,13.000000,156.000000,137.000000,160.880264,10.000000,124.000000
43.000000,191.000000,137.000000,13.561052,37.000000,160.000000,137.000000,20.095230,36.000000,123.000000
70.000000,243.000000,138.000000,30.827663,45.000000,218.000000,137.000000,18.434948,43.000000,104.000000
46.000000,309.000000,135.000000,-55.721096,50.000000,280.000000,137.000000,-34.477203,50.000000,126.000000
53.000000,314.000000,137.000000,-38.659809,45.000000,283.000000,137.000000,-34.128548,53.000000,127.000000
29.000000,345.000000,137.000000,22.380135,13.000000,313.000000,137.000000,29.357756,12.000000,126.000000
80.000000,357.000000,134.000000,-69.727310,15.000000,332.000000,137.000000,-50.314545,11.000000,126.000000
63.000000,388.000000,137.000000,-36.206268,15.000000,366.000000,137.000000,-37.962059,10.000000,85.000000
52.000000,122.000000,136.000000,-23.440781,42.000000,95.000000,138.000000,-29.976847,43.000000,96.000000
106.000000,198.000000,138.000000,-5.244338,20.000000,171.000000,138.000000,-6.137256,16.000000,101.000000
68.000000,273.000000,138.000000,-138.608475,29.000000,243.000000,138.000000,-140.024063,27.000000,122.000000
38.000000,294.000000,138.000000,-27.181112,11.000000,263.000000,138.000000,-17.969139,13.000000,125.000000
23.000000,302.000000,138.000000,-95.806732,11.000000,271.000000,138.000000,-90.000000,12.000000,126.000000
8.000000,323.000000,138.000000,-158.141190,29.000000,291.000000,138.000000,-156.155106,29.000000,128.000000
31.000000,330.000000,138.000000,-176.633545,25.000000,298.000000,138.000000,-168.274887,27.000000,127.000000
54.000000,163.000000,139.000000,-57.578934,11.000000,132.000000,139.000000,-47.147587,18.000000,0.000000
81.000000,214.000000,141.000000,-172.980270,22.000000,188.000000,139.000000,-168.231705,67.000000,104.000000
36.000000,241.000000,139.000000,80.537674,54.000000,215.000000,139.000000,85.601295,55.000000,104.000000
78.000000,276.000000,140.000000,-155.432831,14.000000,247.000000,139.000000,-156.721054,16.000000,123.000000
16.000000,283.000000,139.000000,-160.346176,24.000000,252.000000,139.000000,-158.498566,27.000000,124.000000
51.000000,314.000000,140.000000,-9.350344,30.000000,282.000000,139.000000,-14.463417,26.000000,128.000000
49.000000,368.000000,139.000000,-23.404690,32.000000,336.000000,139.000000,-17.927919,40.000000,126.000000
72.000000,425.000000,139.000000,-156.935379,24.000000,409.000000,139.000000,-148.824310,23.000000,0.000000
98.000000,199.000000,140.000000,-6.742587,20.000000,174.000000,140.000000,0.000000,20.000000,102.000000
30.000000,228.000000,140.000000,93.539558,28.000000,202.000000,140.000000,96.469818,38.000000,104.000000
50.000000,258.000000,141.000000,179.481491,65.000000,232.000000,140.000000,-173.110168,65.000000,101.000000
16.000000,316.000000,140.000000,-14.036243,27.000000,284.000000,140.000000,-12.246333,27.000000,128.000000
33.000000,329.000000,140.000000,-162.299576,15.000000,297.000000,140.000000,-163.909180,15.000000,127.000000
81.000000,364.000000,139.000000,69.676865,23.000000,334.000000,140.000000,78.503433,22.000000,126.000000
52.000000,390.000000,140.000000,-40.720535,22.000000,369.000000,140.000000,-42.430756,19.000000,85.000000
63.000000,114.000000,141.000000,98.746162,20.000000,85.000000,141.000000,106.927513,22.000000,114.000000
41.000000,122.000000,141.000000,-18.664589,51.000000,94.000000,141.000000,-21.377729,30.000000,97.000000
46.000000,154.000000,141.000000,-153.970413,18.000000,119.000000,141.000000,-151.886795,14.000000,138.000000
61.000000,194.000000,142.000000,-12.103878,61.000000,163.000000,141.000000,-15.231752,65.000000,122.000000
7.000000,224.000000,141.000000,61.367844,53.000000,198.000000,141.000000,61.023922,51.000000,104.000000
56.000000,269.000000,141.000000,-140.123154,17.000000,238.000000,141.000000,-141.709839,13.000000,122.000000
100.000000,337.000000,143.000000,62.152420,17.000000,305.000000,141.000000,74.407188,22.000000,127.000000
52.000000,364.000000,141.000000,69.044228,27.000000,332.000000,141.000000,62.354027,30.000000,126.000000
70.000000,178.000000,142.000000,102.600159,48.000000,147.000000,142.000000,105.080795,76.000000,122.000000
34.000000,218.000000,142.000000,81.665634,71.000000,193.000000,142.000000,79.303490,66.000000,104.000000
20.000000,227.000000,142.000000,102.804268,69.000000,201.000000,142.000000,104.413597,75.000000,104.000000
63.000000,252.000000,142.000000,-147.094757,19.000000,224.000000,142.000000,-145.516052,26.000000,103.000000
19.000000,340.000000,142.000000,73.393021,13.000000,308.000000,142.000000,74.054604,11.000000,127.000000
71.000000,391.000000,142.000000,-49.034927,31.000000,370.000000,142.000000,-53.130100,37.000000,85.000000
18.000000,232.000000,143.000000,23.039434,105.000000,206.000000,143.000000,24.367729,104.000000,104.000000
59.000000,272.000000,143.000000,-110.984901,21.000000,241.000000,143.000000,-123.111343,26.000000,122.000000
92.000000,297.000000,143.000000,112.306206,32.000000,265.000000,143.000000,93.731400,38.000000,126.000000
27.000000,320.000000,143.000000,-165.606400,20.000000,288.000000,143.000000,-163.054672,20.000000,129.000000
88.000000,37.000000,142.000000,113.935364,18.000000,396.000000,143.000000,-174.805573,54.000000,80.000000
40.000000,122.000000,144.000000,-22.174971,67.000000,94.000000,144.000000,-23.886499,99.000000,113.000000
71.000000,126.000000,144.000000,-30.465546,29.000000,98.000000,144.000000,-38.938213,23.000000,97.000000
47.000000,163.000000,144.000000,27.758541,115.000000,129.000000,144.000000,33.996460,124.000000,97.000000
26.000000,184.000000,144.000000,-168.624878,38.000000,153.000000,144.000000,-168.807968,33.000000,123.000000
51.000000,189.000000,144.000000,-22.963774,33.000000,159.000000,144.000000,-29.649864,35.000000,124.000000
61.000000,192.000000,144.000000,-9.015058,13.000000,161.000000,144.000000,-14.459394,31.000000,123.000000
34.000000,211.000000,144.000000,158.053986,123.000000,185.000000,144.000000,159.221634,113.000000,104.000000
17.000000,219.000000,144.000000,74.084167,43.000000,193.000000,144.000000,74.820068,48.000000,104.000000
9.000000,221.000000,144.000000,74.201363,34.000000,195.000000,144.000000,73.877403,30.000000,104.000000
55.000000,254.000000,144.000000,-124.143593,49.000000,226.000000,144.000000,-126.660980,26.000000,110.000000
77.000000,280.000000,144.000000,159.443954,22.000000,249.000000,144.000000,166.675461,24.000000,124.000000
38.000000,309.000000,144.000000,16.504362,11.000000,277.000000,144.000000,26.565050,12.000000,128.000000
32.000000,332.000000,144.000000,95.440331,14.000000,300.000000,144.000000,85.426079,17.000000,128.000000
26.000000,359.000000,144.000000,30.018368,10.000000,327.000000,144.000000,29.475889,12.000000,127.000000
